return ID,rental ID,return date,Vehicle condition description,Handling_personnel,
1424,1424,2020-07-29,the order completed,16,
1425,1425,2020-02-18,the order completed,17,
1426,1426,2019-10-03,the order completed,18,
1427,1427,2019-12-03,the order completed,1,
1428,1428,2019-08-03,the order completed,2,
1429,1429,2021-03-01,the order completed,3,
1430,1430,2019-12-07,the order completed,4,
1431,1431,2019-07-23,the order completed,5,
1432,1432,2020-11-27,the order completed,6,
1433,1433,2019-07-25,the order completed,7,
1434,1434,2019-07-24,the order completed,8,
1435,1435,2019-07-25,the order completed,9,
1436,1436,2019-11-29,the order completed,10,
1437,1437,2019-07-31,the order completed,11,
1438,1438,2019-08-09,the order completed,12,
1439,1439,2019-08-06,the order completed,13,
1440,1440,2019-08-16,the order completed,14,
1441,1441,2019-12-31,the order completed,15,
1442,1442,2019-08-09,the order completed,16,
1443,1443,2021-02-25,the order completed,17,
1444,1444,2019-08-11,the order completed,18,
1445,1445,2020-05-21,the order completed,1,
1446,1446,2019-08-20,the order completed,2,
1447,1447,2020-01-01,the car broken,3,
1448,1448,2019-11-27,the order completed,4,
1449,1449,2019-08-15,the order completed,5,
1450,1450,2019-09-18,the car broken,6,
1451,1451,2021-01-09,the order completed,7,
1452,1452,2019-09-06,the order completed,8,
1453,1453,2019-09-09,the car broken,1,
1454,1454,2019-09-27,the order completed,2,
1455,1455,2020-02-07,the order completed,3,
1456,1456,2019-08-25,the car broken,4,
1457,1457,2019-11-23,the order completed,5,
1458,1458,2019-08-26,the order completed,6,
1459,1459,2019-08-27,the order completed,7,
1460,1460,2020-11-17,the order completed,8,
1461,1461,2019-08-31,the order completed,9,
1462,1462,2019-09-02,the order completed,10,
1463,1463,2019-09-08,the order completed,11,
1464,1464,2019-10-26,the order completed,12,
1465,1465,2019-09-07,the order completed,13,
1466,1466,2019-10-19,the order completed,14,
1467,1467,2020-03-22,the order completed,15,
1468,1468,2019-10-04,the order completed,16,
1469,1469,2019-12-04,the order completed,17,
1470,1470,2019-09-28,the order completed,18,
1471,1471,2019-11-01,the order completed,1,
1472,1472,2019-09-24,the order completed,2,
1473,1473,2020-08-12,the car broken,3,
1474,1474,2019-09-17,the order completed,4,
1475,1475,2019-09-20,the car broken,5,
1476,1476,2019-09-25,the order completed,6,
1477,1477,2019-10-17,the car broken,7,
1478,1478,2019-10-08,the order completed,8,
1479,1479,2019-10-01,the order completed,9,
1480,1480,2019-10-13,the order completed,10,
1481,1481,2019-11-22,the order completed,11,
1482,1482,2019-11-22,the order completed,12,
1483,1483,2020-06-01,the order completed,13,
1484,1484,2019-10-11,the order completed,14,
1485,1485,2020-10-30,the car broken,15,
1486,1486,2019-10-13,the order completed,16,
1487,1487,2019-11-09,the order completed,17,
1488,1488,2021-12-02,the car broken,18,
1489,1489,2019-11-12,the order completed,1,
1490,1490,2019-10-27,the order completed,2,
1491,1491,2020-05-25,the order completed,3,
1492,1492,2019-12-21,the car broken,4,
1493,1493,2019-10-29,the order completed,5,
1494,1494,2019-10-26,the order completed,6,
1495,1495,2020-10-07,the order completed,7,
1496,1496,2019-10-30,the order completed,8,
1497,1497,2019-11-20,the order completed,1,
1498,1498,2020-02-25,the order completed,2,
1499,1499,2019-11-04,the order completed,3,
1500,1500,2020-02-07,the order completed,4,
1501,1501,2019-11-02,the order completed,5,
1502,1502,2020-04-20,the order completed,6,
1503,1503,2019-11-24,the order completed,7,
1504,1504,2020-05-22,the order completed,8,
1505,1505,2020-05-30,the order completed,9,
1506,1506,2020-06-04,the order completed,10,
1507,1507,2020-05-06,the order completed,11,
1508,1508,2020-02-05,the order completed,12,
1509,1509,2019-11-09,the car broken,13,
1510,1510,2019-12-21,the order completed,14,
1511,1511,2020-02-21,the order completed,15,
1512,1512,2019-11-12,the order completed,16,
1513,1513,2019-12-13,the order completed,17,
1514,1514,2021-08-11,the car broken,18,
1515,1515,2020-09-19,the order completed,1,
1516,1516,2020-02-15,the order completed,2,
1517,1517,2021-06-05,the order completed,3,
1518,1518,2019-11-30,the order completed,4,
1519,1519,2020-01-01,the order completed,5,
1520,1520,2019-11-28,the order completed,6,
1521,1521,2019-12-24,the car broken,7,
1522,1522,2019-12-08,the car broken,8,
1523,1523,2020-06-17,the order completed,9,
1524,1524,2020-01-10,the order completed,10,
1525,1525,2020-05-31,the car broken,11,
1526,1526,2020-09-24,the order completed,12,
1527,1527,2019-12-05,the order completed,13,
1528,1528,2020-01-29,the order completed,14,
1529,1529,2020-02-29,the order completed,15,
1530,1530,2019-12-17,the order completed,16,
1531,1531,2020-01-15,the car broken,17,
1532,1532,2019-12-09,the car broken,18,
1533,1533,2020-01-21,the order completed,1,
1534,1534,2019-12-26,the car broken,2,
1535,1535,2020-11-13,the order completed,3,
1536,1536,2020-04-07,the order completed,4,
1537,1537,2020-02-02,the order completed,5,
1538,1538,2021-02-15,the order completed,6,
1539,1539,2020-11-27,the order completed,7,
1540,1540,2019-12-27,the order completed,8,
1541,1541,2020-03-08,the order completed,1,
1542,1542,2020-01-30,the order completed,2,
1543,1543,2020-01-21,the car broken,3,
1544,1544,2020-01-17,the order completed,4,
1545,1545,2020-03-02,the order completed,5,
1546,1546,2020-02-23,the order completed,6,
1547,1547,2020-01-02,the order completed,7,
1548,1548,2020-11-07,the order completed,8,
1549,1549,2020-01-03,the order completed,9,
1550,1550,2020-01-14,the order completed,10,
1551,1551,2021-07-09,the order completed,11,
1552,1552,2020-10-02,the order completed,12,
1553,1553,2020-02-21,the order completed,13,
1554,1554,2020-04-20,the order completed,14,
1555,1555,2020-05-19,the order completed,15,
1556,1556,2020-01-14,the order completed,16,
1557,1557,2020-04-13,the order completed,17,
1558,1558,2021-02-22,the order completed,18,
1559,1559,2021-05-04,the order completed,1,
1560,1560,2020-01-24,the order completed,2,
1561,1561,2020-06-14,the order completed,3,
1562,1562,2021-01-10,the order completed,4,
1563,1563,2020-06-21,the order completed,5,
1564,1564,2020-10-12,the order completed,6,
1565,1565,2020-01-19,the order completed,7,
1566,1566,2020-04-02,the order completed,8,
1567,1567,2020-01-22,the order completed,9,
1568,1568,2020-02-15,the car broken,10,
1569,1569,2020-03-27,the order completed,11,
1570,1570,2020-07-07,the order completed,12,
1571,1571,2020-06-07,the order completed,13,
1572,1572,2020-03-31,the order completed,14,
1573,1573,2021-02-16,the order completed,15,
1574,1574,2020-02-03,the order completed,16,
1575,1575,2020-02-21,the order completed,17,
1576,1576,2020-02-05,the car broken,18,
1577,1577,2020-07-31,the order completed,1,
1578,1578,2021-06-12,the order completed,2,
1579,1579,2021-06-29,the order completed,3,
1580,1580,2020-02-16,the order completed,4,
1581,1581,2020-09-10,the order completed,5,
1582,1582,2020-03-03,the order completed,6,
1583,1583,2020-08-23,the order completed,7,
1584,1584,2020-05-28,the order completed,8,
1585,1585,2020-09-06,the order completed,1,
1586,1586,2020-02-28,the order completed,2,
1587,1587,2020-08-31,the order completed,3,
1588,1588,2020-06-23,the car broken,4,
1589,1589,2020-04-19,the order completed,5,
1590,1590,2020-03-04,the order completed,6,
1591,1591,2020-04-23,the order completed,7,
1592,1592,2020-09-15,the order completed,8,
1593,1593,2020-03-18,the order completed,9,
1594,1594,2020-03-07,the car broken,10,
1595,1595,2020-04-02,the order completed,11,
1596,1596,2020-05-19,the order completed,12,
1597,1597,2020-03-09,the order completed,13,
1598,1598,2020-04-14,the order completed,14,
1599,1599,2020-04-25,the order completed,15,
1600,1600,2020-11-01,the order completed,16,
1601,1601,2020-11-01,the order completed,17,
1602,1602,2020-04-08,the order completed,18,
1603,1603,2020-03-13,the order completed,1,
1604,1604,2020-04-29,the order completed,2,
1605,1605,2020-04-13,the order completed,3,
1606,1606,2020-11-09,the order completed,4,
1607,1607,2020-03-21,the order completed,5,
1608,1608,2020-03-22,the order completed,6,
1609,1609,2020-04-11,the order completed,7,
1610,1610,2020-07-08,the order completed,8,
1611,1611,2020-09-08,the order completed,9,
1612,1612,2020-10-01,the order completed,10,
1613,1613,2020-07-03,the order completed,11,
1614,1614,2020-04-08,the car broken,12,
1615,1615,2020-04-05,the order completed,13,
1616,1616,2020-04-10,the order completed,14,
1617,1617,2021-03-12,the order completed,15,
1618,1618,2021-08-31,the order completed,16,
1619,1619,2021-09-13,the order completed,17,
1620,1620,2020-08-12,the order completed,18,
1621,1621,2020-05-08,the order completed,1,
1622,1622,2020-04-16,the order completed,2,
1623,1623,2020-04-26,the order completed,3,
1624,1624,2020-04-17,the order completed,4,
1625,1625,2020-04-18,the order completed,5,
1626,1626,2020-04-24,the order completed,6,
1627,1627,2021-10-16,the car broken,7,
1628,1628,2021-12-20,the order completed,8,
1629,1629,2020-04-25,the order completed,1,
1630,1630,2020-09-10,the car broken,2,
1631,1631,2021-02-18,the order completed,3,
1632,1632,2020-09-12,the order completed,4,
1633,1633,2021-08-05,the order completed,5,
1634,1634,2021-03-26,the car broken,6,
1635,1635,2020-07-29,the car broken,7,
1636,1636,2020-05-16,the car broken,8,
1637,1637,2020-06-28,the car broken,9,
1638,1638,2020-08-05,the car broken,10,
1639,1639,2020-12-06,the car broken,11,
1640,1640,2020-07-01,the order completed,12,
1641,1641,2020-05-23,the car broken,13,
1642,1642,2020-07-02,the order completed,14,
1643,1643,2020-07-11,the order completed,15,
1644,1644,2020-12-24,the order completed,16,
1645,1645,2020-06-02,the car broken,17,
1646,1646,2021-03-19,the order completed,18,
1647,1647,2020-06-29,the car broken,1,
1648,1648,2020-06-15,the car broken,2,
1649,1649,2020-06-05,the order completed,3,
1650,1650,2020-06-12,the order completed,4,
1651,1651,2020-06-06,the order completed,5,
1652,1652,2022-06-30,the order completed,6,
1653,1653,2022-08-11,the order completed,7,
1654,1654,2021-02-08,the order completed,8,
1655,1655,2020-06-15,the order completed,9,
1656,1656,2020-11-09,the order completed,10,
1657,1657,2020-09-26,the order completed,11,
1658,1658,2021-09-08,the order completed,12,
1659,1659,2020-07-26,the order completed,13,
1660,1660,2020-08-25,the order completed,14,
1661,1661,2022-04-18,the order completed,15,
1662,1662,2020-06-25,the order completed,16,
1663,1663,2020-11-30,the car broken,17,
1664,1664,2020-08-01,the order completed,18,
1665,1665,2020-09-02,the order completed,1,
1666,1666,2022-09-10,the order completed,2,
1667,1667,2020-07-14,the order completed,3,
1668,1668,2020-06-29,the order completed,4,
1669,1669,2020-07-01,the order completed,5,
1670,1670,2020-08-31,the order completed,6,
1671,1671,2020-07-02,the car broken,7,
1672,1672,2022-11-15,the order completed,8,
1673,1673,2020-08-26,the order completed,1,
1674,1674,2021-02-22,the order completed,2,
1675,1675,2020-07-12,the order completed,3,
1676,1676,2021-02-20,the order completed,4,
1677,1677,2020-11-09,the order completed,5,
1678,1678,2021-09-08,the order completed,6,
1679,1679,2020-10-25,the order completed,7,
1680,1680,2020-07-29,the order completed,8,
1681,1681,2020-08-01,the order completed,9,
1682,1682,2021-03-24,the order completed,10,
1683,1683,2020-08-03,the order completed,11,
1684,1684,2020-08-11,the order completed,12,
1685,1685,2020-08-14,the order completed,13,
1686,1686,2021-03-15,the order completed,14,
1687,1687,2020-09-09,the order completed,15,
1688,1688,2020-08-14,the order completed,16,
1689,1689,2020-11-06,the order completed,17,
1690,1690,2021-03-28,the order completed,18,
1691,1691,2020-10-15,the order completed,1,
1692,1692,2020-11-16,the order completed,2,
1693,1693,2020-08-22,the order completed,3,
1694,1694,2021-07-28,the order completed,4,
1695,1695,2020-10-12,the order completed,5,
1696,1696,2020-10-03,the order completed,6,
1697,1697,2021-11-12,the order completed,7,
1698,1698,2020-11-17,the order completed,8,
1699,1699,2021-05-18,the order completed,9,
1700,1700,2020-09-04,the order completed,10,
1701,1701,2020-10-01,the order completed,11,
1702,1702,2020-09-08,the car broken,12,
1703,1703,2020-10-01,the order completed,13,
1704,1704,2021-03-11,the order completed,14,
1705,1705,2020-09-13,the order completed,15,
1706,1706,2020-09-20,the car broken,16,
1707,1707,2020-09-22,the order completed,17,
1708,1708,2021-02-26,the order completed,18,
1709,1709,2020-09-23,the order completed,1,
1710,1710,2021-09-28,the order completed,2,
1711,1711,2020-09-28,the order completed,3,
1712,1712,2022-09-01,the car broken,4,
1713,1713,2021-06-27,the order completed,5,
1714,1714,2021-11-02,the order completed,6,
1715,1715,2021-01-11,the order completed,7,
1716,1716,2020-10-01,the order completed,8,
1717,1717,2022-03-25,the car broken,1,
1718,1718,2020-11-19,the order completed,2,
1719,1719,2021-01-24,the order completed,3,
1720,1720,2020-11-22,the order completed,4,
1721,1721,2021-06-18,the order completed,5,
1722,1722,2020-10-08,the order completed,6,
1723,1723,2021-03-15,the order completed,7,
1724,1724,2020-11-19,the order completed,8,
1725,1725,2021-05-31,the order completed,9,
1726,1726,2020-10-09,the order completed,10,
1727,1727,2020-11-08,the order completed,11,
1728,1728,2020-11-11,the car broken,12,
1729,1729,2020-10-19,the order completed,13,
1730,1730,2023-08-15,the car broken,14,
1731,1731,2021-07-01,the order completed,15,
1732,1732,2021-06-19,the order completed,16,
1733,1733,2021-05-23,the car broken,17,
1734,1734,2020-10-15,the car broken,18,
1735,1735,2020-10-16,the order completed,1,
1736,1736,2020-10-18,the order completed,2,
1737,1737,2020-10-19,the order completed,3,
1738,1738,2020-10-21,the car broken,4,
1739,1739,2022-09-18,the order completed,5,
1740,1740,2020-11-10,the order completed,6,
1741,1741,2020-12-16,the order completed,7,
1742,1742,2021-04-27,the order completed,8,
1743,1743,2020-11-02,the order completed,9,
1744,1744,2020-12-01,the order completed,10,
1745,1745,2020-11-07,the order completed,11,
1746,1746,2021-01-18,the order completed,12,
1747,1747,2020-11-12,the car broken,13,
1748,1748,2020-12-04,the car broken,14,
1749,1749,2021-10-30,the order completed,15,
1750,1750,2021-04-29,the order completed,16,
1751,1751,2022-12-22,the car broken,17,
1752,1752,2021-04-19,the order completed,18,
1753,1753,2020-12-05,the order completed,1,
1754,1754,2021-06-03,the car broken,2,
1755,1755,2021-01-29,the order completed,3,
1756,1756,2023-01-06,the order completed,4,
1757,1757,2021-07-10,the order completed,5,
1758,1758,2021-01-13,the car broken,6,
1759,1759,2020-12-13,the car broken,7,
1760,1760,2021-02-02,the order completed,8,
1761,1761,2021-03-17,the car broken,1,
1762,1762,2021-12-06,the order completed,2,
1763,1763,2021-12-22,the car broken,3,
1764,1764,2021-02-05,the car broken,4,
1765,1765,2020-12-09,the order completed,5,
1766,1766,2022-11-05,the order completed,6,
1767,1767,2022-01-25,the order completed,7,
1768,1768,2020-12-25,the order completed,8,
1769,1769,2020-12-19,the order completed,9,
1770,1770,2021-01-03,the order completed,10,
1771,1771,2020-12-23,the order completed,11,
1772,1772,2021-03-07,the car broken,12,
1773,1773,2022-03-05,the car broken,13,
1774,1774,2020-12-29,the order completed,14,
1775,1775,2020-12-30,the order completed,15,
1776,1776,2021-01-13,the car broken,16,
1777,1777,2021-04-22,the order completed,17,
1778,1778,2021-01-03,the order completed,18,
1779,1779,2021-03-07,the order completed,1,
1780,1780,2021-01-13,the order completed,2,
1781,1781,2021-01-06,the order completed,3,
1782,1782,2021-08-21,the order completed,4,
1783,1783,2021-01-07,the order completed,5,
1784,1784,2021-01-07,the order completed,6,
1785,1785,2021-01-08,the order completed,7,
1786,1786,2021-06-10,the order completed,8,
1787,1787,2021-01-18,the order completed,9,
1788,1788,2021-05-06,the order completed,10,
1789,1789,2021-01-28,the order completed,11,
1790,1790,2021-02-12,the order completed,12,
1791,1791,2021-06-18,the order completed,13,
1792,1792,2021-01-28,the car broken,14,
1793,1793,2021-02-05,the order completed,15,
1794,1794,2021-03-20,the car broken,16,
1795,1795,2021-02-06,the car broken,17,
1796,1796,2021-04-30,the order completed,18,
1797,1797,2022-01-03,the order completed,1,
1798,1798,2021-01-27,the order completed,2,
1799,1799,2023-01-05,the order completed,3,
1800,1800,2021-01-31,the order completed,4,
1801,1801,2021-07-30,the car broken,5,
1802,1802,2021-04-23,the order completed,6,
1803,1803,2021-02-12,the order completed,7,
1804,1804,2021-02-23,the order completed,8,
1805,1805,2021-06-03,the order completed,1,
1806,1806,2021-02-08,the order completed,2,
1807,1807,2021-03-01,the car broken,3,
1808,1808,2021-04-08,the order completed,4,
1809,1809,2021-04-11,the order completed,5,
1810,1810,2021-03-11,the order completed,6,
1811,1811,2021-09-02,the order completed,7,
1812,1812,2021-02-19,the order completed,8,
1813,1813,2021-02-20,the order completed,9,
1814,1814,2021-04-06,the order completed,10,
1815,1815,2021-03-23,the order completed,11,
1816,1816,2022-05-18,the car broken,12,
1817,1817,2023-02-07,the order completed,13,
1818,1818,2021-03-05,the car broken,14,
1819,1819,2022-05-01,the order completed,15,
1820,1820,2021-09-24,the order completed,16,
1821,1821,2021-04-27,the order completed,17,
1822,1822,2021-03-16,the car broken,18,
1823,1823,2021-03-21,the order completed,1,
1824,1824,2021-03-09,the order completed,2,
1825,1825,2021-03-10,the order completed,3,
1826,1826,2021-06-04,the order completed,4,
1827,1827,2021-06-14,the order completed,5,
1828,1828,2021-07-27,the order completed,6,
1829,1829,2021-07-04,the order completed,7,
1830,1830,2021-04-07,the order completed,8,
1831,1831,2021-04-03,the order completed,9,
1832,1832,2021-07-02,the order completed,10,
1833,1833,2021-05-20,the order completed,11,
1834,1834,2021-03-17,the order completed,12,
1835,1835,2021-04-12,the car broken,13,
1836,1836,2021-03-20,the order completed,14,
1837,1837,2021-03-21,the car broken,15,
1838,1838,2021-04-06,the order completed,16,
1839,1839,2021-04-23,the order completed,17,
1840,1840,2023-05-09,the order completed,18,
1841,1841,2021-03-30,the car broken,1,
1842,1842,2021-04-08,the order completed,2,
1843,1843,2021-05-12,the car broken,3,
1844,1844,2021-04-28,the order completed,4,
1845,1845,2021-03-26,the order completed,5,
1846,1846,2021-04-11,the order completed,6,
1847,1847,2021-05-27,the car broken,7,
1848,1848,2021-07-06,the order completed,8,
1849,1849,2021-07-09,the order completed,1,
1850,1850,2022-02-07,the car broken,2,
1851,1851,2021-09-26,the order completed,3,
1852,1852,2021-12-26,the order completed,4,
1853,1853,2021-05-19,the car broken,5,
1854,1854,2021-04-08,the order completed,6,
1855,1855,2022-08-23,the order completed,7,
1856,1856,2022-07-28,the order completed,8,
1857,1857,2021-09-04,the car broken,9,
1858,1858,2022-01-28,the car broken,10,
1859,1859,2021-08-01,the order completed,11,
1860,1860,2022-02-14,the order completed,12,
1861,1861,2021-06-17,the order completed,13,
1862,1862,2021-05-17,the car broken,14,
1863,1863,2021-09-27,the order completed,15,
1864,1864,2021-12-25,the order completed,16,
1865,1865,2021-05-04,the car broken,17,
1866,1866,2021-07-04,the order completed,18,
1867,1867,2021-07-08,the order completed,1,
1868,1868,2021-05-17,the order completed,2,
1869,1869,2021-08-29,the car broken,3,
1870,1870,2021-06-23,the order completed,4,
1871,1871,2022-09-07,the car broken,5,
1872,1872,2021-07-14,the order completed,6,
1873,1873,2021-06-01,the order completed,7,
1874,1874,2021-09-02,the order completed,8,
1875,1875,2021-06-02,the order completed,9,
1876,1876,2021-10-31,the order completed,10,
1877,1877,2021-07-06,the order completed,11,
1878,1878,2021-06-12,the order completed,12,
1879,1879,2022-01-27,the car broken,13,
1880,1880,2021-06-11,the order completed,14,
1881,1881,2021-07-15,the order completed,15,
1882,1882,2021-11-01,the order completed,16,
1883,1883,2021-07-24,the order completed,17,
1884,1884,2022-10-31,the order completed,18,
1885,1885,2022-04-09,the order completed,1,
1886,1886,2022-04-24,the car broken,2,
1887,1887,2021-07-19,the order completed,3,
1888,1888,2021-08-11,the order completed,4,
1889,1889,2021-06-28,the order completed,5,
1890,1890,2022-01-23,the order completed,6,
1891,1891,2021-09-02,the order completed,7,
1892,1892,2021-07-07,the order completed,8,
1893,1893,2022-01-10,the order completed,1,
1894,1894,2021-09-11,the car broken,2,
1895,1895,2022-05-01,the order completed,3,
1896,1896,2021-07-08,the order completed,4,
1897,1897,2021-12-28,the order completed,5,
1898,1898,2022-07-26,the order completed,6,
1899,1899,2021-07-27,the order completed,7,
1900,1900,2022-08-24,the order completed,8,
1901,1901,2021-12-22,the order completed,9,
1902,1902,2022-04-27,the order completed,10,
1903,1903,2021-10-22,the order completed,11,
1904,1904,2021-10-24,the order completed,12,
1905,1905,2021-12-21,the order completed,13,
1906,1906,2021-12-23,the order completed,14,
1907,1907,2021-07-20,the order completed,15,
1908,1908,2021-09-25,the order completed,16,
1909,1909,2021-10-06,the order completed,17,
1910,1910,2022-01-07,the order completed,18,
1911,1911,2021-07-24,the order completed,1,
1912,1912,2021-09-11,the car broken,2,
1913,1913,2021-12-31,the order completed,3,
1914,1914,2021-07-21,the order completed,4,
1915,1915,2022-02-15,the order completed,5,
1916,1916,2021-12-16,the order completed,6,
1917,1917,2022-02-01,the order completed,7,
1918,1918,2021-07-26,the order completed,8,
1919,1919,2021-10-06,the car broken,9,
1920,1920,2021-07-29,the car broken,10,
1921,1921,2021-07-29,the order completed,11,
1922,1922,2021-08-02,the order completed,12,
1923,1923,2021-08-02,the order completed,13,
1924,1924,2021-11-02,the car broken,14,
1925,1925,2021-08-24,the order completed,15,
1926,1926,2022-09-14,the order completed,16,
1927,1927,2021-08-08,the order completed,17,
1928,1928,2021-09-22,the order completed,18,
1929,1929,2022-01-10,the order completed,1,
1930,1930,2022-06-27,the order completed,2,
1931,1931,2021-08-13,the order completed,3,
1932,1932,2023-02-13,the order completed,4,
1933,1933,2021-09-04,the order completed,5,
1934,1934,2022-01-12,the order completed,6,
1935,1935,2021-12-22,the order completed,7,
1936,1936,2021-12-18,the order completed,8,
1937,1937,2021-08-24,the order completed,1,
1938,1938,2021-08-26,the order completed,2,
1939,1939,2021-08-28,the order completed,3,
1940,1940,2022-04-01,the order completed,4,
1941,1941,2021-08-30,the order completed,5,
1942,1942,2021-12-06,the order completed,6,
1943,1943,2022-09-19,the order completed,7,
1944,1944,2021-09-03,the car broken,8,
1945,1945,2021-10-20,the order completed,9,
1946,1946,2021-09-15,the order completed,10,
1947,1947,2021-09-09,the order completed,11,
1948,1948,2021-09-09,the car broken,12,
1949,1949,2021-09-09,the order completed,13,
1950,1950,2021-09-23,the order completed,14,
1951,1951,2022-02-18,the order completed,15,
1952,1952,2021-09-26,the order completed,16,
1953,1953,2022-05-21,the order completed,17,
1954,1954,2022-10-03,the order completed,18,
1955,1955,2021-11-20,the order completed,1,
1956,1956,2021-09-30,the order completed,2,
1957,1957,2021-10-02,the order completed,3,
1958,1958,2021-12-22,the car broken,4,
1959,1959,2022-03-03,the car broken,5,
1960,1960,2021-12-01,the order completed,6,
1961,1961,2021-11-24,the order completed,7,
1962,1962,2021-10-08,the order completed,8,
1963,1963,2021-11-03,the order completed,9,
1964,1964,2021-10-09,the order completed,10,
1965,1965,2021-10-14,the order completed,11,
1966,1966,2021-10-11,the order completed,12,
1967,1967,2022-03-02,the order completed,13,
1968,1968,2022-08-11,the car broken,14,
1969,1969,2021-11-06,the order completed,15,
1970,1970,2021-10-14,the order completed,16,
1971,1971,2021-11-14,the order completed,17,
1972,1972,2023-02-02,the order completed,18,
1973,1973,2022-06-10,the order completed,1,
1974,1974,2021-10-18,the order completed,2,
1975,1975,2021-10-26,the order completed,3,
1976,1976,2021-11-19,the order completed,4,
1977,1977,2022-02-24,the order completed,5,
1978,1978,2021-10-29,the car broken,6,
1979,1979,2021-11-05,the order completed,7,
1980,1980,2022-11-02,the order completed,8,
1981,1981,2022-03-10,the order completed,1,
1982,1982,2021-11-20,the order completed,2,
1983,1983,2022-12-31,the order completed,3,
1984,1984,2021-11-10,the car broken,4,
1985,1985,2022-07-31,the order completed,5,
1986,1986,2022-03-12,the order completed,6,
1987,1987,2022-06-29,the car broken,7,
1988,1988,2021-12-05,the order completed,8,
1989,1989,2021-12-09,the order completed,9,
1990,1990,2022-08-04,the car broken,10,
1991,1991,2021-11-25,the car broken,11,
1992,1992,2021-12-07,the order completed,12,
1993,1993,2021-11-29,the car broken,13,
1994,1994,2022-12-12,the order completed,14,
1995,1995,2021-12-01,the order completed,15,
1996,1996,2021-12-18,the order completed,16,
1997,1997,2022-08-02,the car broken,17,
1998,1998,2021-12-21,the order completed,18,
1999,1999,2022-01-09,the order completed,1,
2000,2000,2021-12-07,the order completed,2,
2001,2001,2023-06-04,the order completed,3,
2002,2002,2022-03-31,the order completed,4,
2003,2003,2022-06-23,the order completed,5,
2004,2004,2022-11-01,the car broken,6,
2005,2005,2022-02-12,the order completed,7,
2006,2006,2022-04-13,the order completed,8,
2007,2007,2022-04-03,the car broken,9,
2008,2008,2022-01-27,the order completed,10,
2009,2009,2023-03-05,the car broken,11,
2010,2010,2022-01-01,the order completed,12,
2011,2011,2022-02-04,the order completed,13,
2012,2012,2021-12-25,the order completed,14,
2013,2013,2021-12-26,the car broken,15,
2014,2014,2022-01-31,the order completed,16,
2015,2015,2021-12-28,the order completed,17,
2016,2016,2021-12-29,the order completed,18,
2017,2017,2022-01-09,the order completed,1,
2018,2018,2022-06-12,the car broken,2,
2019,2019,2022-10-03,the order completed,3,
2020,2020,2021-12-31,the order completed,4,
2021,2021,2022-07-21,the order completed,5,
2022,2022,2022-08-03,the order completed,6,
2023,2023,2022-03-06,the order completed,7,
2024,2024,2022-02-24,the order completed,8,
2025,2025,2022-01-04,the car broken,1,
2026,2026,2022-03-13,the order completed,2,
2027,2027,2022-02-08,the order completed,3,
2028,2028,2022-03-24,the order completed,4,
2029,2029,2022-04-21,the order completed,5,
2030,2030,2022-01-15,the order completed,6,
2031,2031,2023-05-06,the order completed,7,
2032,2032,2022-01-17,the order completed,8,
2033,2033,2022-12-05,the order completed,9,
2034,2034,2023-05-02,the order completed,10,
2035,2035,2022-02-04,the order completed,11,
2036,2036,2022-05-10,the order completed,12,
2037,2037,2022-01-23,the order completed,13,
2038,2038,2022-12-10,the car broken,14,
2039,2039,2022-03-06,the order completed,15,
2040,2040,2022-01-29,the car broken,16,
2041,2041,2022-03-30,the order completed,17,
2042,2042,2022-03-15,the order completed,18,
2043,2043,2022-03-01,the car broken,1,
2044,2044,2022-02-23,the order completed,2,
2045,2045,2022-06-15,the order completed,3,
2046,2046,2022-02-09,the car broken,4,
2047,2047,2022-03-01,the order completed,5,
2048,2048,2023-04-03,the order completed,6,
2049,2049,2023-07-03,the order completed,7,
2050,2050,2022-06-29,the order completed,8,
2051,2051,2023-01-31,the car broken,9,
2052,2052,2023-07-14,the order completed,10,
2053,2053,2022-09-06,the car broken,11,
2054,2054,2022-02-28,the order completed,12,
2055,2055,2022-05-09,the order completed,13,
2056,2056,2022-03-05,the order completed,14,
2057,2057,2022-03-06,the car broken,15,
2058,2058,2022-03-05,the order completed,16,
2059,2059,2022-06-01,the order completed,17,
2060,2060,2022-04-13,the order completed,18,
2061,2061,2023-01-24,the order completed,1,
2062,2062,2022-03-08,the order completed,2,
2063,2063,2022-05-23,the order completed,3,
2064,2064,2023-01-01,the order completed,4,
2065,2065,2022-09-11,the order completed,5,
2066,2066,2022-07-16,the order completed,6,
2067,2067,2022-03-18,the order completed,7,
2068,2068,2022-03-18,the order completed,8,
2069,2069,2022-03-18,the order completed,1,
2070,2070,2022-03-26,the order completed,2,
2071,2071,2022-04-24,the order completed,3,
2072,2072,2022-11-15,the order completed,4,
2073,2073,2022-09-25,the car broken,5,
2074,2074,2023-03-18,the order completed,6,
2075,2075,2022-05-07,the car broken,7,
2076,2076,2022-04-19,the order completed,8,
2077,2077,2022-05-15,the order completed,9,
2078,2078,2022-04-15,the order completed,10,
2079,2079,2022-04-08,the order completed,11,
2080,2080,2022-04-28,the car broken,12,
2081,2081,2022-04-08,the order completed,13,
2082,2082,2022-05-07,the order completed,14,
2083,2083,2022-09-11,the order completed,15,
2084,2084,2022-05-15,the order completed,16,
2085,2085,2022-05-07,the order completed,17,
2086,2086,2022-09-27,the order completed,18,
2087,2087,2022-04-17,the order completed,1,
2088,2088,2022-06-24,the order completed,2,
