rental ID,customer ID,car ID,rental begin date,predict finish date,actual finish date,rental payment,status
842,52,7,2017-04-21,2017-05-14,2017-04-21,3749,Done
843,231,182,2017-04-21,2017-05-24,2017-05-25,4068,Done
844,158,162,2017-04-23,2017-04-27,2017-04-23,736,Done
845,114,9,2017-04-26,2017-05-12,2017-11-15,391743,Broken
846,8,44,2017-04-29,2017-04-30,2017-07-11,22785,Done
847,331,142,2017-04-30,2017-06-07,2017-07-03,22040,Done
848,325,103,2017-05-03,2017-05-08,2017-08-21,63360,Done
849,26,16,2017-05-04,2017-05-05,2017-05-19,492390,Broken
850,182,2,2017-05-08,2017-05-20,2018-10-23,157500,Done
851,342,32,2017-05-09,2017-05-10,2017-05-10,78,Done
852,143,186,2017-05-12,2017-06-09,2017-06-08,1400,Done
853,118,32,2017-05-13,2017-07-03,2017-05-20,3978,Done
854,414,116,2017-05-16,2017-07-16,2017-05-16,3538,Done
855,54,200,2017-05-17,2017-05-22,2017-07-10,20064,Done
856,462,55,2017-05-17,2017-05-29,2017-05-23,1932,Done
857,79,176,2017-05-18,2017-05-28,2018-11-08,148521,Done
858,287,97,2017-05-19,2017-06-07,2017-07-30,205437,Broken
859,440,174,2017-05-20,2017-05-31,2017-05-20,1573,Done
860,373,75,2017-05-20,2017-05-25,2017-07-23,11284,Done
861,358,117,2017-05-20,2017-06-01,2018-03-19,114165,Done
862,104,48,2017-05-21,2017-05-29,2019-12-07,513190,Done
863,193,16,2017-05-21,2017-06-06,2017-10-10,66980,Done
864,9,165,2017-05-22,2017-06-13,2017-07-21,25704,Done
865,478,5,2017-05-24,2017-06-27,2017-05-24,2584,Done
866,260,114,2017-05-27,2017-07-09,2017-12-26,478807,Broken
867,218,167,2017-05-27,2017-06-13,2017-07-13,21079,Done
868,465,153,2017-05-28,2017-05-28,2017-09-04,50193,Done
869,133,60,2017-05-29,2017-06-01,2017-06-18,3672,Done
870,64,187,2017-05-29,2017-06-19,2017-11-01,55806,Done
871,294,15,2017-05-31,2017-06-05,2017-07-30,11560,Done
872,394,180,2017-06-01,2017-06-04,2017-06-10,1407,Done
873,438,146,2017-06-04,2017-06-23,2018-06-29,93956,Done
874,132,34,2017-06-06,2017-07-07,2017-07-02,4991,Done
875,37,32,2017-06-08,2017-06-23,2017-09-28,23868,Done
876,179,35,2017-06-08,2017-06-21,2017-08-22,9950,Done
877,96,33,2017-06-08,2017-06-17,2018-07-14,61620,Done
878,456,8,2017-06-08,2017-06-14,2017-06-08,762,Done
879,142,76,2017-06-09,2017-06-17,2017-06-10,464,Done
880,348,88,2017-06-16,2017-07-21,2017-06-20,196025,Broken
881,135,29,2017-06-16,2017-07-12,2017-06-30,4732,Done
882,226,18,2017-06-16,2017-06-21,2017-11-08,69700,Done
883,161,156,2017-06-16,2017-06-16,2017-06-21,1860,Done
884,419,194,2017-06-18,2017-07-15,2018-03-22,56721,Done
885,88,4,2017-06-20,2017-06-27,2017-06-20,1120,Done
886,193,92,2017-06-22,2017-07-02,2017-07-25,6162,Done
887,244,158,2017-06-24,2017-08-06,2017-06-26,8600,Done
888,371,128,2017-06-25,2017-07-11,2017-06-25,2640,Done
889,30,129,2017-06-27,2017-07-12,2017-07-03,1725,Done
890,106,6,2017-06-28,2017-08-01,2017-12-11,66650,Done
891,451,185,2017-07-02,2017-07-10,2019-02-19,699715,Broken
892,361,171,2017-07-02,2017-08-05,2017-07-02,5814,Done
893,292,180,2017-07-04,2017-07-10,2018-01-27,40803,Done
894,338,160,2017-07-04,2017-08-18,2017-07-25,5085,Done
895,388,74,2017-07-04,2017-07-07,2017-08-19,8316,Done
896,268,198,2017-07-04,2017-08-27,2017-07-04,5022,Done
897,461,140,2017-07-09,2017-08-18,2017-07-09,4360,Done
898,365,88,2017-07-09,2017-07-10,2017-12-16,53058,Done
899,377,158,2017-07-09,2017-07-16,2017-07-09,1400,Done
900,196,182,2017-07-10,2017-07-22,2017-08-05,6102,Done
901,20,96,2017-07-10,2017-07-13,2017-07-12,171,Done
902,9,125,2017-07-10,2017-07-22,2017-10-12,35088,Done
903,31,34,2017-07-12,2017-07-13,2017-08-07,12236,Done
904,402,156,2017-07-13,2017-08-05,2017-09-02,13268,Done
905,75,135,2017-07-17,2017-07-22,2017-07-17,860,Done
906,57,102,2017-07-17,2017-08-11,2017-08-02,113020,Broken
907,365,191,2017-07-20,2017-07-21,2017-08-13,353098,Broken
908,466,129,2017-07-21,2017-08-26,2017-09-06,7935,Done
909,186,108,2017-07-22,2017-07-27,2018-04-11,99712,Done
910,150,126,2017-07-22,2017-07-22,2017-07-22,0,Cancelled
911,370,167,2017-07-23,2017-08-14,2017-07-23,217152,Broken
912,408,21,2017-07-23,2017-08-04,2017-07-23,1416,Done
913,75,105,2017-07-25,2017-08-07,2018-04-21,505515,Broken
914,397,168,2017-07-25,2017-07-29,2017-11-09,33491,Done
915,443,120,2017-07-26,2017-08-17,2020-12-13,197856,Done
916,238,85,2017-07-28,2017-09-04,2017-08-14,2812,Done
917,76,73,2017-07-29,2017-08-05,2017-08-31,299307,Broken
918,341,165,2017-07-31,2017-08-30,2017-08-04,5670,Done
919,169,81,2017-08-03,2017-08-12,2017-12-25,41814,Done
920,153,89,2017-08-03,2017-08-09,2017-09-18,321899,Broken
921,144,76,2017-08-05,2017-09-01,2017-12-14,144601,Broken
922,459,77,2017-08-06,2017-08-23,2017-10-31,24192,Done
923,174,138,2017-08-06,2017-08-12,2017-08-07,378,Done
924,227,119,2017-08-06,2017-09-27,2017-08-19,6084,Done
925,318,138,2017-08-10,2017-08-23,2017-09-11,4410,Done
926,383,128,2017-08-11,2017-09-04,2017-10-04,18810,Done
927,242,27,2017-08-15,2017-09-04,2017-10-03,17441,Done
928,396,107,2017-08-18,2017-10-19,2017-08-18,194493,Broken
929,88,200,2017-08-20,2017-09-13,2017-09-18,5148,Done
930,160,51,2017-08-26,2017-08-30,2017-09-07,1400,Done
931,421,152,2017-08-27,2017-08-29,2018-01-21,370482,Broken
932,2,41,2017-08-30,2017-09-15,2017-10-04,13724,Done
933,214,104,2017-09-01,2017-09-25,2018-01-15,56880,Done
934,492,133,2017-09-03,2017-09-22,2018-02-12,516544,Broken
935,16,165,2017-09-04,2017-09-10,2017-12-06,50463,Done
936,473,182,2017-09-06,2017-10-31,2017-09-06,6215,Done
937,286,17,2017-09-07,2017-09-19,2018-01-03,178018,Broken
938,283,11,2017-09-08,2017-09-29,2017-09-08,2310,Done
939,119,156,2017-09-08,2017-11-08,2018-04-28,71176,Done
940,292,34,2017-09-09,2017-09-26,2017-10-19,13846,Done
941,257,116,2017-09-09,2017-10-20,2017-09-09,2378,Done
942,239,19,2017-09-10,2017-10-03,2017-09-27,2645,Done
943,454,92,2017-09-12,2017-09-13,2017-12-01,18564,Done
944,76,95,2017-09-12,2017-09-16,2018-08-03,320062,Broken
945,213,39,2017-09-13,2017-10-02,2017-09-26,3686,Done
946,320,124,2017-09-14,2017-09-30,2018-05-11,570978,Broken
947,430,75,2017-09-17,2017-09-17,2017-11-07,9486,Done
948,368,130,2017-09-17,2017-10-02,2018-08-25,70716,Done
949,360,52,2017-09-18,2017-09-18,2017-09-18,0,Cancelled
950,103,97,2017-09-21,2017-11-04,2018-02-27,34621,Done
951,148,191,2017-09-22,2017-09-30,2018-09-23,209908,Done
952,430,166,2017-09-23,2017-10-12,2018-01-03,441392,Broken
953,159,170,2017-09-24,2017-10-09,2017-09-24,278588,Broken
954,106,188,2017-09-25,2017-11-13,2018-02-27,37067,Done
955,121,171,2017-09-25,2017-09-28,2017-09-25,513,Done
956,170,57,2017-09-26,2017-10-14,2018-01-15,44253,Done
957,180,85,2017-09-26,2017-11-07,2017-10-06,3108,Done
958,249,142,2017-09-27,2017-10-31,2017-10-21,314779,Broken
959,447,25,2017-09-27,2017-10-05,2018-06-25,60572,Done
960,263,13,2017-09-27,2017-10-02,2017-09-27,635,Done
961,160,45,2017-09-28,2017-09-28,2017-10-07,1485,Done
962,156,181,2017-10-01,2017-10-03,2018-01-08,40141,Done
963,492,115,2017-10-02,2017-11-01,2017-11-02,2673,Done
964,149,122,2017-10-03,2017-10-07,2018-10-06,260236,Broken
965,327,5,2017-10-04,2017-10-22,2017-10-10,1368,Done
966,325,167,2017-10-04,2017-11-15,2017-10-04,221092,Broken
967,96,161,2017-10-04,2017-10-12,2018-04-23,112704,Done
968,423,98,2017-10-06,2017-10-26,2019-03-10,179360,Done
969,285,64,2017-10-08,2017-10-28,2018-03-16,44574,Done
970,334,10,2017-10-08,2017-11-24,2017-10-08,6157,Done
971,81,55,2017-10-14,2017-11-03,2017-12-12,429847,Broken
972,199,41,2017-10-17,2017-10-17,2018-08-17,171456,Done
973,391,8,2017-10-17,2017-11-02,2018-01-11,28702,Done
974,311,58,2017-10-18,2017-11-18,2018-08-09,158016,Done
975,57,19,2017-10-19,2017-12-09,2018-03-24,42090,Done
976,446,135,2017-10-19,2017-10-24,2017-11-29,19436,Done
977,109,22,2017-10-22,2017-10-24,2017-10-23,334,Done
978,429,138,2017-10-24,2017-11-30,2017-10-24,2331,Done
979,226,22,2017-10-24,2017-10-24,2017-10-30,3006,Done
980,67,164,2017-10-25,2017-10-27,2017-11-26,12328,Done
981,402,113,2017-10-26,2017-11-12,2017-10-26,190018,Broken
982,227,93,2017-10-27,2017-12-10,2017-12-11,9259,Done
983,254,140,2017-10-27,2017-11-05,2017-10-27,140443,Broken
984,223,103,2017-10-28,2017-11-10,2017-11-06,208836,Broken
985,441,5,2017-10-31,2017-11-16,2017-11-06,1216,Done
986,130,141,2017-11-06,2018-01-04,2017-11-11,7906,Done
987,196,162,2017-11-08,2017-12-04,2017-11-11,4784,Done
988,336,200,2017-11-08,2017-11-09,2017-11-08,395372,Broken
989,260,23,2017-11-09,2017-12-31,2017-11-09,386427,Broken
990,423,140,2017-11-10,2017-11-14,2018-05-07,57334,Done
991,180,90,2017-11-12,2017-12-18,2017-11-17,5544,Done
992,35,3,2017-11-13,2017-11-18,2017-11-13,315,Done
993,267,162,2017-11-13,2017-12-19,2017-12-06,6624,Done
994,244,42,2017-11-13,2017-12-05,2018-06-07,50512,Done
995,247,38,2017-11-14,2017-11-24,2017-11-14,870,Done
996,198,128,2017-11-14,2018-01-13,2017-11-18,9900,Done
997,464,73,2017-11-14,2017-12-07,2018-03-31,31025,Done
998,156,54,2017-11-16,2017-12-13,2019-01-03,222780,Done
999,482,11,2017-11-17,2017-12-02,2018-02-05,23100,Done
1000,306,90,2017-11-20,2017-12-01,2018-12-14,176330,Done
1001,476,200,2017-11-21,2017-11-30,2017-11-25,1188,Done
1002,438,32,2017-11-24,2017-12-12,2017-12-27,334178,Broken
1003,305,94,2017-11-26,2017-12-01,2017-12-02,1032,Done
1004,169,197,2017-11-26,2017-11-28,2017-11-26,278,Done
1005,305,43,2017-11-28,2017-12-05,2018-03-15,149823,Broken
1006,351,22,2017-11-29,2017-12-04,2019-01-14,204241,Done
1007,169,39,2017-12-01,2017-12-19,2017-12-20,437385,Broken
1008,294,101,2017-12-02,2018-01-01,2018-03-22,21600,Done
1009,392,92,2017-12-03,2017-12-29,2018-06-04,347064,Broken
1010,450,112,2017-12-03,2017-12-03,2017-12-27,7704,Done
1011,29,102,2017-12-03,2017-12-05,2018-09-04,101804,Done
1012,134,94,2017-12-04,2017-12-04,2018-07-11,84753,Done
1013,367,121,2017-12-10,2018-01-02,2018-01-11,6250,Done
1014,330,109,2017-12-10,2018-02-09,2017-12-10,389015,Broken
1015,235,51,2017-12-11,2018-02-01,2017-12-14,2600,Done
1016,134,131,2017-12-11,2018-01-04,2018-01-18,4356,Done
1017,230,34,2017-12-11,2017-12-14,2017-12-11,483,Done
1018,246,193,2017-12-12,2017-12-23,2018-03-02,19620,Done
1019,269,200,2017-12-12,2017-12-15,2018-05-03,55440,Done
1020,143,148,2017-12-14,2017-12-14,2017-12-14,0,Cancelled
1021,17,75,2017-12-15,2017-12-30,2018-12-15,66030,Done
1022,350,198,2017-12-15,2018-01-08,2018-03-13,20088,Done
1023,83,74,2017-12-16,2018-02-07,2018-03-04,132172,Broken
1024,480,144,2017-12-17,2017-12-21,2018-06-17,323884,Broken
1025,105,159,2017-12-20,2018-02-28,2017-12-20,8400,Done
1026,76,30,2017-12-20,2018-01-13,2017-12-21,4656,Done
1027,372,162,2017-12-23,2018-01-05,2018-03-30,48760,Done
1028,334,39,2017-12-24,2018-01-04,2018-02-08,455815,Broken
1029,289,30,2017-12-24,2018-01-16,2017-12-24,151170,Broken
1030,269,35,2017-12-26,2017-12-27,2017-12-26,50,Done
1031,338,62,2017-12-27,2018-01-06,2020-01-23,292630,Done
1032,218,172,2017-12-27,2018-01-11,2018-01-28,8910,Done
1033,435,68,2017-12-29,2018-02-15,2018-06-13,24924,Done
1034,215,9,2017-12-31,2018-01-05,2018-02-05,5292,Done
1035,192,115,2018-01-01,2018-01-04,2018-11-13,447651,Broken
1036,19,126,2018-01-03,2018-01-07,2018-02-22,8094,Done
1037,358,76,2018-01-03,2018-01-12,2019-02-06,68382,Done
1038,114,128,2018-01-06,2018-02-05,2018-01-06,4950,Done
1039,273,129,2018-01-06,2018-01-10,2018-04-23,35995,Done
1040,294,197,2018-01-09,2018-01-24,2019-07-02,220593,Done
1041,149,86,2018-01-11,2018-01-31,2018-01-27,1880,Done
1042,233,6,2018-01-12,2018-01-16,2018-02-21,17360,Done
1043,167,160,2018-01-13,2018-02-16,2019-03-31,142154,Done
1044,38,121,2018-01-13,2018-01-20,2018-01-13,875,Done
1045,340,51,2018-01-15,2018-02-24,2018-01-17,2000,Done
1046,414,110,2018-01-15,2018-01-16,2018-01-15,118,Done
1047,235,183,2018-01-16,2018-01-19,2018-01-16,470231,Broken
1048,415,166,2018-01-17,2018-02-14,2018-10-30,52932,Done
1049,201,145,2018-01-19,2018-02-11,2018-06-01,37065,Done
1050,389,131,2018-01-20,2018-03-04,2018-03-12,4422,Done
1051,137,47,2018-01-30,2018-02-12,2018-08-01,88387,Done
1052,50,136,2018-01-31,2018-01-31,2018-02-28,7980,Done
1053,417,153,2018-01-31,2018-02-07,2018-05-18,51883,Done
1054,229,3,2018-02-02,2018-02-11,2018-02-02,567,Done
1055,404,32,2018-02-04,2018-02-09,2018-09-08,49764,Done
1056,411,196,2018-02-08,2018-03-01,2018-07-19,512253,Broken
1057,444,81,2018-02-08,2018-02-15,2018-04-20,20099,Done
1058,262,51,2018-02-10,2018-03-18,2018-10-07,32250,Done
1059,181,172,2018-02-10,2018-03-27,2018-03-15,6075,Done
1060,140,17,2018-02-11,2018-02-11,2018-02-11,0,Cancelled
1061,358,16,2018-02-11,2018-03-02,2020-09-08,472940,Done
1062,121,103,2018-02-12,2018-02-27,2018-10-12,137808,Done
1063,219,109,2018-02-13,2018-02-16,2018-04-15,26196,Done
1064,498,80,2018-02-18,2018-02-19,2018-02-21,406,Done
1065,396,142,2018-02-19,2018-03-05,2018-06-01,361139,Broken
1066,176,1,2018-02-21,2018-03-04,2018-03-18,9699,Done
1067,325,36,2018-02-21,2018-03-21,2018-05-05,11247,Done
1068,219,113,2018-02-22,2018-02-24,2018-02-22,394,Done
1069,152,113,2018-02-23,2018-02-25,2018-03-30,19897,Done
1070,142,55,2018-02-25,2018-03-13,2018-03-30,10787,Done
1071,328,79,2018-02-25,2018-04-04,2018-08-17,78854,Done
1072,395,12,2018-02-26,2018-03-15,2018-02-26,2618,Done
1073,442,141,2018-02-27,2018-03-26,2018-02-27,3618,Done
1074,479,175,2018-02-27,2018-03-03,2018-02-27,352,Done
1075,83,184,2018-03-03,2018-05-02,2018-03-20,8040,Done
1076,376,199,2018-03-05,2018-03-26,2018-03-05,2478,Done
1077,356,8,2018-03-06,2018-03-09,2019-04-25,646180,Broken
1078,237,136,2018-03-06,2018-03-16,2018-05-30,22325,Done
1079,107,6,2018-03-06,2018-04-23,2018-04-21,7440,Done
1080,286,119,2018-03-12,2018-03-15,2018-03-12,351,Done
1081,489,85,2018-03-12,2018-03-15,2018-03-14,222,Done
1082,216,189,2018-03-15,2018-04-06,2020-07-20,177100,Done
1083,446,157,2018-03-15,2018-03-16,2018-03-27,163314,Broken
1084,434,20,2018-03-24,2018-04-14,2018-03-24,2310,Done
1085,479,93,2018-03-24,2018-03-24,2018-03-24,0,Cancelled
1086,286,85,2018-03-24,2018-04-01,2019-03-01,74740,Done
1087,370,74,2018-03-24,2018-04-30,2018-07-22,18018,Done
1088,235,60,2018-03-27,2018-03-28,2018-03-27,370903,Broken
1089,340,190,2018-03-30,2018-04-02,2018-03-30,432,Done
1090,207,34,2018-04-02,2018-05-16,2018-04-02,7084,Done
1091,170,181,2018-04-03,2018-05-03,2018-07-10,32058,Done
1092,340,3,2018-04-03,2018-04-17,2018-04-21,377323,Broken
1093,457,114,2018-04-10,2018-04-11,2018-05-14,15800,Done
1094,155,65,2018-04-11,2018-04-29,2018-06-11,23079,Done
1095,255,5,2018-04-13,2018-04-30,2018-07-25,20900,Done
1096,495,43,2018-04-15,2018-04-16,2018-04-19,106164,Broken
1097,319,172,2018-04-15,2018-04-24,2018-06-25,344417,Broken
1098,411,80,2018-04-15,2018-04-18,2018-04-15,174,Done
1099,318,28,2018-04-15,2018-04-20,2018-09-06,63300,Done
1100,162,126,2018-04-16,2018-04-19,2018-06-19,10602,Done
1101,42,125,2018-04-18,2018-04-22,2018-04-19,544,Done
1102,125,89,2018-04-19,2018-05-06,2018-11-21,31928,Done
1103,480,188,2018-04-19,2018-05-18,2018-07-21,22321,Done
1104,27,133,2018-04-19,2018-05-01,2018-07-07,16188,Done
1105,332,194,2018-04-20,2018-04-21,2018-11-16,45844,Done
1106,365,139,2018-04-20,2018-04-22,2019-07-07,115275,Done
1107,34,192,2018-04-21,2018-06-13,2018-04-24,5300,Done
1108,403,131,2018-04-22,2018-05-11,2018-06-07,6600,Done
1109,74,193,2018-04-23,2018-05-19,2019-02-11,74700,Done
1110,346,73,2018-04-24,2018-04-28,2018-05-21,6205,Done
1111,318,177,2018-04-26,2018-04-28,2019-10-26,200080,Done
1112,129,190,2018-04-27,2018-05-27,2018-07-11,23760,Done
1113,348,184,2018-04-27,2018-04-27,2018-05-05,126611,Broken
1114,481,112,2018-04-27,2018-05-21,2018-05-18,2568,Done
1115,50,125,2018-04-29,2018-05-04,2018-06-05,13736,Done
1116,48,12,2018-05-01,2018-05-03,2018-07-17,34958,Done
1117,372,43,2018-05-02,2018-05-04,2018-06-23,22344,Done
1118,478,82,2018-05-03,2018-05-04,2018-07-23,43621,Done
1119,482,38,2018-05-04,2018-06-13,2018-06-15,4002,Done
1120,200,187,2018-05-04,2018-05-04,2018-05-04,0,Cancelled
1121,437,81,2018-05-04,2018-06-25,2018-05-05,5252,Done
1122,491,37,2018-05-04,2018-05-09,2018-06-23,469639,Broken
1123,96,148,2018-05-06,2018-05-23,2018-05-06,1870,Done
1124,29,199,2018-05-06,2018-05-16,2018-05-06,223173,Broken
1125,183,7,2018-05-07,2018-06-27,2018-06-05,8313,Done
1126,403,184,2018-05-07,2018-07-01,2018-07-06,132775,Broken
1127,2,157,2018-05-08,2018-06-24,2018-06-09,5499,Done
1128,491,174,2018-05-08,2018-05-19,2018-05-30,6292,Done
1129,468,34,2018-05-09,2018-06-05,2018-10-14,67620,Done
1130,243,81,2018-05-11,2018-06-29,2018-08-24,21917,Done
1131,429,88,2018-05-13,2018-07-28,2019-01-12,64380,Done
1132,454,6,2018-05-16,2018-07-18,2018-06-09,9765,Done
1133,131,156,2018-05-16,2018-06-16,2018-07-24,17980,Done
1134,456,152,2018-05-16,2018-05-31,2018-05-16,2100,Done
1135,461,199,2018-05-18,2018-05-19,2019-03-27,110566,Done
1136,195,35,2018-05-19,2018-07-27,2018-05-19,3450,Done
1137,410,40,2018-05-21,2018-05-26,2018-07-18,18696,Done
1138,74,106,2018-05-25,2018-06-25,2018-08-02,16095,Done
1139,316,69,2018-05-25,2018-07-26,2020-04-09,133239,Done
1140,354,23,2018-05-27,2018-05-27,2018-07-12,8418,Done
1141,225,29,2018-05-29,2018-06-15,2018-05-29,3094,Done
1142,145,136,2018-06-02,2018-07-16,2018-06-16,4180,Done
1143,475,73,2018-06-04,2018-06-13,2019-04-16,79050,Done
1144,67,35,2018-06-06,2018-06-09,2018-10-31,21750,Done
1145,380,45,2018-06-06,2018-06-29,2018-07-18,4400,Done
1146,8,99,2018-06-07,2018-07-24,2018-06-07,4606,Done
1147,195,3,2018-06-10,2018-06-14,2018-08-10,11025,Done
1148,255,113,2018-06-12,2018-06-14,2018-08-01,28762,Done
1149,110,150,2018-06-13,2018-07-02,2018-06-19,1900,Done
1150,346,174,2018-06-17,2018-07-06,2018-07-08,3575,Done
1151,222,55,2018-06-21,2018-08-30,2018-06-21,11270,Done
1152,85,101,2018-06-23,2018-06-23,2019-05-27,270041,Broken
1153,383,24,2018-06-24,2018-07-10,2018-06-24,1584,Done
1154,437,17,2018-06-24,2018-08-11,2018-09-11,24393,Done
1155,290,153,2018-06-24,2018-07-06,2019-12-10,266682,Done
1156,430,65,2018-06-26,2018-07-14,2018-10-01,450103,Broken
1157,287,151,2018-06-26,2018-08-05,2019-09-04,225400,Done
1158,87,168,2018-06-26,2018-08-10,2019-05-13,93411,Done
1159,104,142,2018-06-26,2018-07-07,2018-09-07,37430,Done
1160,217,165,2018-06-27,2018-08-10,2018-12-06,528994,Broken
1161,179,86,2018-06-27,2018-07-21,2018-06-27,2256,Done
1162,28,38,2018-07-01,2018-08-13,2019-09-06,105270,Done
1163,212,129,2018-07-01,2018-08-07,2020-02-13,195730,Done
1164,331,37,2018-07-01,2018-07-06,2018-07-22,8374,Done
1165,121,126,2018-07-02,2018-08-30,2018-07-04,3363,Done
1166,49,13,2018-07-03,2018-07-13,2019-03-25,403092,Broken
1167,320,63,2018-07-05,2018-07-05,2018-07-05,0,Cancelled
1168,303,110,2018-07-06,2018-08-02,2019-07-18,127086,Done
1169,86,126,2018-07-07,2018-07-13,2018-07-07,342,Done
1170,121,172,2018-07-10,2018-07-16,2018-07-10,810,Done
1171,261,18,2018-07-11,2018-08-04,2018-07-11,3936,Done
1172,401,126,2018-07-12,2018-07-15,2018-07-18,684,Done
1173,218,170,2018-07-13,2018-08-06,2018-08-09,2508,Done
1174,223,23,2018-07-14,2018-07-30,2018-07-22,976,Done
1175,163,86,2018-07-14,2018-07-22,2018-07-19,752,Done
1176,167,80,2018-07-14,2018-08-12,2018-07-14,1682,Done
1177,300,9,2018-07-15,2018-07-19,2019-08-29,65988,Done
1178,371,184,2018-07-16,2018-07-17,2018-08-14,11390,Done
1179,258,42,2018-07-17,2018-07-24,2018-11-03,27544,Done
1180,468,136,2018-07-19,2018-09-16,2018-07-19,5605,Done
1181,378,198,2018-07-19,2018-07-22,2018-07-19,279,Done
1182,480,126,2018-07-21,2018-08-07,2019-09-09,69027,Done
1183,349,45,2018-07-24,2018-07-29,2018-09-09,7205,Done
1184,7,121,2018-07-26,2018-08-19,2019-03-27,85500,Done
1185,124,164,2018-07-28,2018-08-03,2018-12-31,61104,Done
1186,318,127,2018-07-29,2018-08-07,2018-08-05,404726,Broken
1187,354,190,2018-07-30,2018-08-18,2019-02-23,84384,Done
1188,139,106,2018-08-03,2018-08-22,2018-08-04,2109,Done
1189,493,158,2018-08-05,2018-10-06,2018-08-20,349417,Broken
1190,90,20,2018-08-07,2018-08-28,2018-10-23,20790,Done
1191,420,67,2018-08-14,2018-08-31,2018-11-16,489473,Broken
1192,23,140,2018-08-16,2018-08-30,2018-09-03,2834,Done
1193,10,148,2018-08-16,2018-10-08,2019-08-07,298530,Broken
1194,470,43,2018-08-17,2018-09-05,2018-08-19,107487,Broken
1195,355,5,2018-08-21,2018-08-26,2018-08-21,380,Done
1196,156,79,2018-08-22,2018-09-15,2019-10-06,210396,Done
1197,42,96,2018-08-22,2018-10-23,2018-09-30,3534,Done
1198,135,44,2018-08-23,2018-08-27,2019-06-02,88305,Done
1199,341,57,2018-08-25,2018-08-27,2020-08-25,743502,Broken
1200,464,3,2018-08-26,2018-09-04,2018-08-26,567,Done
1201,41,80,2018-08-27,2018-08-29,2019-06-02,48314,Done
1202,418,25,2018-08-28,2018-09-07,2018-09-27,5320,Done
1203,72,11,2018-08-28,2018-10-04,2018-09-12,4070,Done
1204,193,18,2018-08-28,2018-10-10,2018-09-23,7052,Done
1205,152,184,2018-08-30,2018-10-10,2018-10-09,5494,Done
1206,189,12,2018-08-30,2018-10-20,2019-09-16,160776,Done
1207,298,86,2018-08-31,2018-09-07,2018-08-31,658,Done
1208,414,181,2018-08-31,2018-09-09,2019-04-21,93297,Done
1209,129,106,2018-08-31,2018-10-12,2018-08-31,4662,Done
1210,44,72,2018-09-01,2018-10-02,2018-09-03,2015,Done
1211,399,149,2018-09-04,2018-10-27,2018-09-05,6731,Done
1212,240,112,2018-09-07,2018-09-14,2018-09-07,749,Done
1213,138,93,2018-09-08,2018-09-12,2020-06-23,789974,Broken
1214,269,3,2018-09-13,2018-10-12,2018-09-13,377512,Broken
1215,246,125,2018-09-13,2018-09-27,2018-12-18,35360,Done
1216,30,180,2018-09-14,2018-10-08,2019-04-07,37989,Done
1217,225,133,2018-09-14,2018-10-18,2018-09-30,2584,Done
1218,408,198,2018-09-15,2018-09-17,2018-11-09,14973,Done
1219,444,183,2018-09-15,2018-09-26,2018-11-22,16562,Done
1220,392,196,2018-09-22,2018-10-24,2018-09-29,3328,Done
1221,83,6,2018-09-23,2018-10-11,2020-07-07,463741,Broken
1222,112,138,2018-09-27,2018-10-09,2019-09-10,64260,Done
1223,275,179,2018-09-27,2018-11-10,2019-06-25,108750,Done
1224,93,43,2018-10-01,2018-10-27,2018-11-30,18816,Done
1225,469,127,2018-10-04,2018-10-16,2018-10-08,2244,Done
1226,243,27,2018-10-04,2018-10-09,2018-11-05,14018,Done
1227,125,29,2018-10-07,2018-10-07,2018-10-17,5460,Done
1228,148,104,2018-10-07,2018-10-17,2022-06-20,1099483,Broken
1229,99,135,2018-10-09,2018-10-16,2018-10-15,1204,Done
1230,40,175,2018-10-09,2018-10-10,2019-01-30,29656,Done
1231,289,124,2018-10-11,2018-11-12,2018-11-05,5632,Done
1232,375,96,2018-10-14,2018-12-03,2018-12-27,6954,Done
1233,77,173,2018-10-15,2018-11-13,2018-10-15,1972,Done
1234,312,140,2018-10-16,2018-10-27,2018-10-16,1199,Done
1235,484,50,2018-10-17,2018-10-20,2019-04-12,65100,Done
1236,425,29,2018-10-20,2018-12-06,2019-01-02,23296,Done
1237,403,15,2018-10-20,2018-11-18,2018-10-29,1972,Done
1238,326,184,2018-10-20,2018-10-22,2019-05-26,210495,Broken
1239,91,158,2018-10-21,2018-11-22,2018-11-05,6400,Done
1240,258,41,2018-10-22,2018-11-25,2018-10-22,6392,Done
1241,104,149,2018-10-24,2018-11-22,2019-02-25,39878,Done
1242,322,81,2018-10-25,2018-10-31,2019-06-23,71811,Done
1243,64,107,2018-10-27,2018-12-17,2019-08-18,94743,Done
1244,43,133,2018-10-29,2018-12-22,2018-11-08,4104,Done
1245,387,70,2018-10-30,2018-11-05,2019-03-16,28329,Done
1246,361,83,2018-10-30,2018-11-09,2019-08-03,71368,Done
1247,162,15,2018-11-02,2018-11-05,2022-02-21,245820,Done
1248,422,1,2018-11-06,2018-11-10,2018-11-11,1281,Done
1249,143,178,2018-11-07,2018-11-20,2018-11-14,2314,Done
1250,31,40,2018-11-07,2018-11-18,2019-12-13,134634,Done
1251,318,142,2018-11-09,2018-12-29,2018-11-09,9500,Done
1252,431,198,2018-11-11,2018-11-30,2018-12-10,4557,Done
1253,291,47,2018-11-14,2018-11-14,2018-11-14,0,Cancelled
1254,71,158,2018-11-15,2018-12-08,2018-11-15,4600,Done
