rental ID,customer ID,car ID,rental begin date,predict finish date,actual finish date,rental fee,status
776,33,138,2017-01-18,2017-01-31,2017-06-03,24066.00,Completed
777,481,183,2017-01-18,2017-01-29,2017-08-10,53690.00,Completed
778,220,156,2017-01-20,2017-02-06,2017-06-07,47120.00,Completed
779,481,87,2017-01-20,2017-02-09,2017-11-05,77738.00,Completed
780,89,28,2017-01-21,2017-02-10,2018-02-27,174900.00,Completed
781,439,55,2017-01-21,2017-02-07,2017-03-14,19642.00,Completed
782,364,157,2017-01-22,2017-02-06,2017-01-22,1755.00,Completed
783,462,141,2017-01-23,2017-02-17,2017-03-22,16616.00,Completed
784,46,50,2017-01-24,2017-02-16,2018-02-18,139376.00,Completed
785,83,34,2017-01-27,2017-02-12,2017-01-27,236350.00,Completed
786,130,29,2017-01-27,2017-02-03,2017-02-04,1820.00,Completed
787,172,21,2017-01-29,2017-02-02,2017-05-23,39412.00,Completed
788,222,104,2017-01-30,2017-02-21,2017-02-03,3476.00,Completed
789,361,196,2017-01-30,2017-01-31,2017-03-28,17576.00,Completed
790,172,162,2017-02-01,2017-03-21,2017-03-28,12696.00,Completed
791,165,37,2017-02-04,2017-02-16,2018-03-13,186756.00,Completed
792,343,142,2017-02-06,2017-03-11,2017-02-06,6270.00,Completed
793,453,20,2017-02-07,2017-02-16,2017-09-01,66000.00,Completed
794,45,22,2017-02-07,2017-04-06,2017-06-29,51770.00,Completed
795,147,146,2017-02-11,2017-02-21,2017-02-28,267887.00,Completed
796,469,113,2017-02-11,2017-02-22,2017-02-14,2167.00,Completed
797,124,9,2017-02-12,2017-02-24,2017-04-14,8586.00,Completed
798,413,102,2017-02-12,2017-03-09,2017-02-17,3100.00,Completed
799,79,13,2017-02-15,2017-02-17,2017-03-15,10160.00,Completed
800,5,189,2017-02-16,2017-03-14,2017-05-04,12530.00,Completed
801,394,51,2017-02-21,2017-02-27,2017-04-09,6450.00,Completed
802,176,158,2017-02-21,2017-03-11,2017-05-17,380817.00,Completed
803,22,104,2017-02-27,2017-03-10,2017-06-14,47242.00,Completed
804,74,101,2017-02-27,2017-03-14,2017-11-01,56880.00,Completed
805,339,120,2017-02-28,2017-03-31,2017-06-23,403597.00,Completed
806,134,194,2017-02-28,2017-05-08,2017-05-24,8541.00,Completed
807,109,47,2017-03-01,2017-03-17,2017-04-15,17407.00,Completed
808,345,192,2017-03-02,2017-03-02,2017-03-03,300.00,Completed
809,161,102,2017-03-02,2017-03-15,2017-03-16,1984.00,Completed
810,438,30,2017-03-02,2017-03-10,2017-07-07,217518.00,Completed
811,372,163,2017-03-04,2017-03-31,2017-03-04,4482.00,Completed
812,219,5,2017-03-04,2017-03-16,2017-05-03,11856.00,Completed
813,260,127,2017-03-05,2017-04-09,2018-04-09,211310.00,Completed
814,365,119,2017-03-06,2017-03-12,2017-03-06,151008.00,Completed
815,55,42,2017-03-07,2017-04-16,2017-04-24,5632.00,Completed
816,156,113,2017-03-08,2017-03-18,2017-07-26,78800.00,Completed
817,293,108,2017-03-12,2017-04-12,2017-04-06,479482.00,Completed
818,496,118,2017-03-13,2017-03-14,2017-03-13,193.00,Completed
819,211,7,2017-03-14,2017-03-20,2017-04-05,8802.00,Completed
820,128,89,2017-03-15,2017-04-01,2017-04-03,316543.00,Completed
821,347,136,2017-03-15,2017-04-07,2017-09-30,52345.00,Completed
822,8,182,2017-03-15,2017-03-30,2017-04-20,8814.00,Completed
823,270,164,2017-03-15,2017-04-07,2017-09-23,71020.00,Completed
824,51,192,2017-03-15,2017-05-16,2017-03-23,6200.00,Completed
825,390,114,2017-03-17,2017-03-22,2017-04-15,12166.00,Completed
826,401,43,2017-03-19,2017-04-12,2017-05-15,18081.00,Completed
827,138,99,2017-03-20,2017-03-26,2017-05-16,15582.00,Completed
828,432,102,2017-03-22,2017-04-27,2017-04-20,4464.00,Completed
829,322,29,2017-03-24,2017-05-04,2017-04-07,7462.00,Completed
830,216,32,2017-04-01,2017-04-12,2017-04-24,3666.00,Completed
831,464,197,2017-04-02,2017-05-13,2017-07-16,32387.00,Completed
832,276,2,2017-04-02,2017-04-19,2017-04-02,1700.00,Completed
833,271,23,2017-04-02,2017-04-08,2017-05-01,4575.00,Completed
834,266,33,2017-04-03,2017-06-15,2017-04-26,3796.00,Completed
835,74,54,2017-04-04,2017-06-02,2017-10-02,79900.00,Completed
836,416,93,2017-04-05,2017-05-14,2017-04-05,7683.00,Completed
837,457,111,2017-04-08,2017-04-11,2018-08-03,253440.00,Completed
838,494,192,2017-04-13,2017-04-24,2017-09-09,42500.00,Completed
839,24,10,2017-04-15,2017-06-11,2017-06-19,10611.00,Completed
840,488,151,2017-04-18,2017-05-22,2017-10-12,85192.00,Completed
841,41,123,2017-04-18,2017-05-01,2018-02-28,91278.00,Completed
842,52,7,2017-04-21,2017-05-14,2017-04-21,3749.00,Completed
843,231,182,2017-04-21,2017-05-24,2017-05-25,4068.00,Completed
844,158,162,2017-04-23,2017-04-27,2017-04-23,736.00,Completed
845,114,9,2017-04-26,2017-05-12,2017-11-15,391743.00,Completed
846,8,44,2017-04-29,2017-04-30,2017-07-11,22785.00,Completed
847,331,142,2017-04-30,2017-06-07,2017-07-03,22040.00,Completed
848,325,103,2017-05-03,2017-05-08,2017-08-21,63360.00,Completed
849,26,16,2017-05-04,2017-05-05,2017-05-19,492390.00,Completed
850,182,2,2017-05-08,2017-05-20,2018-10-23,157500.00,Completed
851,342,32,2017-05-09,2017-05-10,2017-05-10,78.00,Completed
852,143,186,2017-05-12,2017-06-09,2017-06-08,1400.00,Completed
853,118,32,2017-05-13,2017-07-03,2017-05-20,3978.00,Completed
854,414,116,2017-05-16,2017-07-16,2017-05-16,3538.00,Completed
855,54,200,2017-05-17,2017-05-22,2017-07-10,20064.00,Completed
856,462,55,2017-05-17,2017-05-29,2017-05-23,1932.00,Completed
857,79,176,2017-05-18,2017-05-28,2018-11-08,148521.00,Completed
858,287,97,2017-05-19,2017-06-07,2017-07-30,205437.00,Completed
859,440,174,2017-05-20,2017-05-31,2017-05-20,1573.00,Completed
860,373,75,2017-05-20,2017-05-25,2017-07-23,11284.00,Completed
861,358,117,2017-05-20,2017-06-01,2018-03-19,114165.00,Completed
862,104,48,2017-05-21,2017-05-29,2019-12-07,513190.00,Completed
863,193,16,2017-05-21,2017-06-06,2017-10-10,66980.00,Completed
864,9,165,2017-05-22,2017-06-13,2017-07-21,25704.00,Completed
865,478,5,2017-05-24,2017-06-27,2017-05-24,2584.00,Completed
866,260,114,2017-05-27,2017-07-09,2017-12-26,478807.00,Completed
867,218,167,2017-05-27,2017-06-13,2017-07-13,21079.00,Completed
868,465,153,2017-05-28,2017-05-28,2017-09-04,50193.00,Completed
869,133,60,2017-05-29,2017-06-01,2017-06-18,3672.00,Completed
870,64,187,2017-05-29,2017-06-19,2017-11-01,55806.00,Completed
871,294,15,2017-05-31,2017-06-05,2017-07-30,11560.00,Completed
872,394,180,2017-06-01,2017-06-04,2017-06-10,1407.00,Completed
873,438,146,2017-06-04,2017-06-23,2018-06-29,93956.00,Completed
874,132,34,2017-06-06,2017-07-07,2017-07-02,4991.00,Completed
875,37,32,2017-06-08,2017-06-23,2017-09-28,23868.00,Completed
876,179,35,2017-06-08,2017-06-21,2017-08-22,9950.00,Completed
877,96,33,2017-06-08,2017-06-17,2018-07-14,61620.00,Completed
878,456,8,2017-06-08,2017-06-14,2017-06-08,762.00,Completed
879,142,76,2017-06-09,2017-06-17,2017-06-10,464.00,Completed
880,348,88,2017-06-16,2017-07-21,2017-06-20,196025.00,Completed
881,135,29,2017-06-16,2017-07-12,2017-06-30,4732.00,Completed
882,226,18,2017-06-16,2017-06-21,2017-11-08,69700.00,Completed
883,161,156,2017-06-16,2017-06-16,2017-06-21,1860.00,Completed
884,419,194,2017-06-18,2017-07-15,2018-03-22,56721.00,Completed
885,88,4,2017-06-20,2017-06-27,2017-06-20,1120.00,Completed
886,193,92,2017-06-22,2017-07-02,2017-07-25,6162.00,Completed
887,244,158,2017-06-24,2017-08-06,2017-06-26,8600.00,Completed
888,371,128,2017-06-25,2017-07-11,2017-06-25,2640.00,Completed
889,30,129,2017-06-27,2017-07-12,2017-07-03,1725.00,Completed
890,106,6,2017-06-28,2017-08-01,2017-12-11,66650.00,Completed
891,451,185,2017-07-02,2017-07-10,2019-02-19,699715.00,Completed
892,361,171,2017-07-02,2017-08-05,2017-07-02,5814.00,Completed
893,292,180,2017-07-04,2017-07-10,2018-01-27,40803.00,Completed
894,338,160,2017-07-04,2017-08-18,2017-07-25,5085.00,Completed
895,388,74,2017-07-04,2017-07-07,2017-08-19,8316.00,Completed
896,268,198,2017-07-04,2017-08-27,2017-07-04,5022.00,Completed
897,461,140,2017-07-09,2017-08-18,2017-07-09,4360.00,Completed
898,365,88,2017-07-09,2017-07-10,2017-12-16,53058.00,Completed
899,377,158,2017-07-09,2017-07-16,2017-07-09,1400.00,Completed
900,196,182,2017-07-10,2017-07-22,2017-08-05,6102.00,Completed
901,20,96,2017-07-10,2017-07-13,2017-07-12,171.00,Completed
902,9,125,2017-07-10,2017-07-22,2017-10-12,35088.00,Completed
903,31,34,2017-07-12,2017-07-13,2017-08-07,12236.00,Completed
904,402,156,2017-07-13,2017-08-05,2017-09-02,13268.00,Completed
905,75,135,2017-07-17,2017-07-22,2017-07-17,860.00,Completed
906,57,102,2017-07-17,2017-08-11,2017-08-02,113020.00,Completed
907,365,191,2017-07-20,2017-07-21,2017-08-13,353098.00,Completed
908,466,129,2017-07-21,2017-08-26,2017-09-06,7935.00,Completed
909,186,108,2017-07-22,2017-07-27,2018-04-11,99712.00,Completed
910,150,126,2017-07-22,2017-07-22,2017-07-22,0.00,Completed
911,370,167,2017-07-23,2017-08-14,2017-07-23,217152.00,Completed
912,408,21,2017-07-23,2017-08-04,2017-07-23,1416.00,Completed
913,75,105,2017-07-25,2017-08-07,2018-04-21,505515.00,Completed
914,397,168,2017-07-25,2017-07-29,2017-11-09,33491.00,Completed
915,443,120,2017-07-26,2017-08-17,2020-12-13,197856.00,Completed
916,238,85,2017-07-28,2017-09-04,2017-08-14,2812.00,Completed
917,76,73,2017-07-29,2017-08-05,2017-08-31,299307.00,Completed
918,341,165,2017-07-31,2017-08-30,2017-08-04,5670.00,Completed
919,169,81,2017-08-03,2017-08-12,2017-12-25,41814.00,Completed
920,153,89,2017-08-03,2017-08-09,2017-09-18,321899.00,Completed
921,144,76,2017-08-05,2017-09-01,2017-12-14,144601.00,Completed
922,459,77,2017-08-06,2017-08-23,2017-10-31,24192.00,Completed
923,174,138,2017-08-06,2017-08-12,2017-08-07,378.00,Completed
924,227,119,2017-08-06,2017-09-27,2017-08-19,6084.00,Completed
925,318,138,2017-08-10,2017-08-23,2017-09-11,4410.00,Completed
926,383,128,2017-08-11,2017-09-04,2017-10-04,18810.00,Completed
927,242,27,2017-08-15,2017-09-04,2017-10-03,17441.00,Completed
928,396,107,2017-08-18,2017-10-19,2017-08-18,194493.00,Completed
929,88,200,2017-08-20,2017-09-13,2017-09-18,5148.00,Completed
930,160,51,2017-08-26,2017-08-30,2017-09-07,1400.00,Completed
931,421,152,2017-08-27,2017-08-29,2018-01-21,370482.00,Completed
932,2,41,2017-08-30,2017-09-15,2017-10-04,13724.00,Completed
933,214,104,2017-09-01,2017-09-25,2018-01-15,56880.00,Completed
934,492,133,2017-09-03,2017-09-22,2018-02-12,516544.00,Completed
935,16,165,2017-09-04,2017-09-10,2017-12-06,50463.00,Completed
936,473,182,2017-09-06,2017-10-31,2017-09-06,6215.00,Completed
937,286,17,2017-09-07,2017-09-19,2018-01-03,178018.00,Completed
938,283,11,2017-09-08,2017-09-29,2017-09-08,2310.00,Completed
939,119,156,2017-09-08,2017-11-08,2018-04-28,71176.00,Completed
940,292,34,2017-09-09,2017-09-26,2017-10-19,13846.00,Completed
941,257,116,2017-09-09,2017-10-20,2017-09-09,2378.00,Completed
942,239,19,2017-09-10,2017-10-03,2017-09-27,2645.00,Completed
943,454,92,2017-09-12,2017-09-13,2017-12-01,18564.00,Completed
944,76,95,2017-09-12,2017-09-16,2018-08-03,320062.00,Completed
945,213,39,2017-09-13,2017-10-02,2017-09-26,3686.00,Completed
946,320,124,2017-09-14,2017-09-30,2018-05-11,570978.00,Completed
947,430,75,2017-09-17,2017-09-17,2017-11-07,9486.00,Completed
948,368,130,2017-09-17,2017-10-02,2018-08-25,70716.00,Completed
949,360,52,2017-09-18,2017-09-18,2017-09-18,0.00,Completed
950,103,97,2017-09-21,2017-11-04,2018-02-27,34621.00,Completed
951,148,191,2017-09-22,2017-09-30,2018-09-23,209908.00,Completed
952,430,166,2017-09-23,2017-10-12,2018-01-03,441392.00,Completed
953,159,170,2017-09-24,2017-10-09,2017-09-24,278588.00,Completed
954,106,188,2017-09-25,2017-11-13,2018-02-27,37067.00,Completed
955,121,171,2017-09-25,2017-09-28,2017-09-25,513.00,Completed
956,170,57,2017-09-26,2017-10-14,2018-01-15,44253.00,Completed
957,180,85,2017-09-26,2017-11-07,2017-10-06,3108.00,Completed
958,249,142,2017-09-27,2017-10-31,2017-10-21,314779.00,Completed
959,447,25,2017-09-27,2017-10-05,2018-06-25,60572.00,Completed
960,263,13,2017-09-27,2017-10-02,2017-09-27,635.00,Completed
961,160,45,2017-09-28,2017-09-28,2017-10-07,1485.00,Completed
962,156,181,2017-10-01,2017-10-03,2018-01-08,40141.00,Completed
963,492,115,2017-10-02,2017-11-01,2017-11-02,2673.00,Completed
964,149,122,2017-10-03,2017-10-07,2018-10-06,260236.00,Completed
965,327,5,2017-10-04,2017-10-22,2017-10-10,1368.00,Completed
966,325,167,2017-10-04,2017-11-15,2017-10-04,221092.00,Completed
967,96,161,2017-10-04,2017-10-12,2018-04-23,112704.00,Completed
968,423,98,2017-10-06,2017-10-26,2019-03-10,179360.00,Completed
969,285,64,2017-10-08,2017-10-28,2018-03-16,44574.00,Completed
970,334,10,2017-10-08,2017-11-24,2017-10-08,6157.00,Completed
971,81,55,2017-10-14,2017-11-03,2017-12-12,429847.00,Completed
972,199,41,2017-10-17,2017-10-17,2018-08-17,171456.00,Completed
973,391,8,2017-10-17,2017-11-02,2018-01-11,28702.00,Completed
974,311,58,2017-10-18,2017-11-18,2018-08-09,158016.00,Completed
975,57,19,2017-10-19,2017-12-09,2018-03-24,42090.00,Completed
976,446,135,2017-10-19,2017-10-24,2017-11-29,19436.00,Completed
977,109,22,2017-10-22,2017-10-24,2017-10-23,334.00,Completed
978,429,138,2017-10-24,2017-11-30,2017-10-24,2331.00,Completed
979,226,22,2017-10-24,2017-10-24,2017-10-30,3006.00,Completed
980,67,164,2017-10-25,2017-10-27,2017-11-26,12328.00,Completed
981,402,113,2017-10-26,2017-11-12,2017-10-26,190018.00,Completed
982,227,93,2017-10-27,2017-12-10,2017-12-11,9259.00,Completed
983,254,140,2017-10-27,2017-11-05,2017-10-27,140443.00,Completed
984,223,103,2017-10-28,2017-11-10,2017-11-06,208836.00,Completed
985,441,5,2017-10-31,2017-11-16,2017-11-06,1216.00,Completed
986,130,141,2017-11-06,2018-01-04,2017-11-11,7906.00,Completed
987,196,162,2017-11-08,2017-12-04,2017-11-11,4784.00,Completed
988,336,200,2017-11-08,2017-11-09,2017-11-08,395372.00,Completed
989,260,23,2017-11-09,2017-12-31,2017-11-09,386427.00,Completed
990,423,140,2017-11-10,2017-11-14,2018-05-07,57334.00,Completed
991,180,90,2017-11-12,2017-12-18,2017-11-17,5544.00,Completed
992,35,3,2017-11-13,2017-11-18,2017-11-13,315.00,Completed
993,267,162,2017-11-13,2017-12-19,2017-12-06,6624.00,Completed
994,244,42,2017-11-13,2017-12-05,2018-06-07,50512.00,Completed
995,247,38,2017-11-14,2017-11-24,2017-11-14,870.00,Completed
996,198,128,2017-11-14,2018-01-13,2017-11-18,9900.00,Completed
997,464,73,2017-11-14,2017-12-07,2018-03-31,31025.00,Completed
998,156,54,2017-11-16,2017-12-13,2019-01-03,222780.00,Completed
999,482,11,2017-11-17,2017-12-02,2018-02-05,23100.00,Completed
1000,306,90,2017-11-20,2017-12-01,2018-12-14,176330.00,Completed
1001,476,200,2017-11-21,2017-11-30,2017-11-25,1188.00,Completed
1002,438,32,2017-11-24,2017-12-12,2017-12-27,334178.00,Completed
1003,305,94,2017-11-26,2017-12-01,2017-12-02,1032.00,Completed
1004,169,197,2017-11-26,2017-11-28,2017-11-26,278.00,Completed
1005,305,43,2017-11-28,2017-12-05,2018-03-15,149823.00,Completed
1006,351,22,2017-11-29,2017-12-04,2019-01-14,204241.00,Completed
1007,169,39,2017-12-01,2017-12-19,2017-12-20,437385.00,Completed
1008,294,101,2017-12-02,2018-01-01,2018-03-22,21600.00,Completed
1009,392,92,2017-12-03,2017-12-29,2018-06-04,347064.00,Completed
1010,450,112,2017-12-03,2017-12-03,2017-12-27,7704.00,Completed
1011,29,102,2017-12-03,2017-12-05,2018-09-04,101804.00,Completed
1012,134,94,2017-12-04,2017-12-04,2018-07-11,84753.00,Completed
1013,367,121,2017-12-10,2018-01-02,2018-01-11,6250.00,Completed
1014,330,109,2017-12-10,2018-02-09,2017-12-10,389015.00,Completed
1015,235,51,2017-12-11,2018-02-01,2017-12-14,2600.00,Completed
1016,134,131,2017-12-11,2018-01-04,2018-01-18,4356.00,Completed
1017,230,34,2017-12-11,2017-12-14,2017-12-11,483.00,Completed
1018,246,193,2017-12-12,2017-12-23,2018-03-02,19620.00,Completed
1019,269,200,2017-12-12,2017-12-15,2018-05-03,55440.00,Completed
1020,143,148,2017-12-14,2017-12-14,2017-12-14,0.00,Completed
1021,17,75,2017-12-15,2017-12-30,2018-12-15,66030.00,Completed
1022,350,198,2017-12-15,2018-01-08,2018-03-13,20088.00,Completed
1023,83,74,2017-12-16,2018-02-07,2018-03-04,132172.00,Completed
1024,480,144,2017-12-17,2017-12-21,2018-06-17,323884.00,Completed
1025,105,159,2017-12-20,2018-02-28,2017-12-20,8400.00,Completed
1026,76,30,2017-12-20,2018-01-13,2017-12-21,4656.00,Completed
1027,372,162,2017-12-23,2018-01-05,2018-03-30,48760.00,Completed
1028,334,39,2017-12-24,2018-01-04,2018-02-08,455815.00,Completed
1029,289,30,2017-12-24,2018-01-16,2017-12-24,151170.00,Completed
1030,269,35,2017-12-26,2017-12-27,2017-12-26,50.00,Completed
1031,338,62,2017-12-27,2018-01-06,2020-01-23,292630.00,Completed
1032,218,172,2017-12-27,2018-01-11,2018-01-28,8910.00,Completed
1033,435,68,2017-12-29,2018-02-15,2018-06-13,24924.00,Completed
1034,215,9,2017-12-31,2018-01-05,2018-02-05,5292.00,Completed
1035,192,115,2018-01-01,2018-01-04,2018-11-13,447651.00,Completed
1036,19,126,2018-01-03,2018-01-07,2018-02-22,8094.00,Completed
1037,358,76,2018-01-03,2018-01-12,2019-02-06,68382.00,Completed
1038,114,128,2018-01-06,2018-02-05,2018-01-06,4950.00,Completed
1039,273,129,2018-01-06,2018-01-10,2018-04-23,35995.00,Completed
1040,294,197,2018-01-09,2018-01-24,2019-07-02,220593.00,Completed
1041,149,86,2018-01-11,2018-01-31,2018-01-27,1880.00,Completed
1042,233,6,2018-01-12,2018-01-16,2018-02-21,17360.00,Completed
1043,167,160,2018-01-13,2018-02-16,2019-03-31,142154.00,Completed
1044,38,121,2018-01-13,2018-01-20,2018-01-13,875.00,Completed
1045,340,51,2018-01-15,2018-02-24,2018-01-17,2000.00,Completed
1046,414,110,2018-01-15,2018-01-16,2018-01-15,118.00,Completed
1047,235,183,2018-01-16,2018-01-19,2018-01-16,470231.00,Completed
1048,415,166,2018-01-17,2018-02-14,2018-10-30,52932.00,Completed
1049,201,145,2018-01-19,2018-02-11,2018-06-01,37065.00,Completed
1050,389,131,2018-01-20,2018-03-04,2018-03-12,4422.00,Completed
1051,137,47,2018-01-30,2018-02-12,2018-08-01,88387.00,Completed
1052,50,136,2018-01-31,2018-01-31,2018-02-28,7980.00,Completed
1053,417,153,2018-01-31,2018-02-07,2018-05-18,51883.00,Completed
1054,229,3,2018-02-02,2018-02-11,2018-02-02,567.00,Completed
1055,404,32,2018-02-04,2018-02-09,2018-09-08,49764.00,Completed
1056,411,196,2018-02-08,2018-03-01,2018-07-19,512253.00,Completed
1057,444,81,2018-02-08,2018-02-15,2018-04-20,20099.00,Completed
1058,262,51,2018-02-10,2018-03-18,2018-10-07,32250.00,Completed
1059,181,172,2018-02-10,2018-03-27,2018-03-15,6075.00,Completed
1060,140,17,2018-02-11,2018-02-11,2018-02-11,0.00,Completed
1061,358,16,2018-02-11,2018-03-02,2020-09-08,472940.00,Completed
1062,121,103,2018-02-12,2018-02-27,2018-10-12,137808.00,Completed
1063,219,109,2018-02-13,2018-02-16,2018-04-15,26196.00,Completed
1064,498,80,2018-02-18,2018-02-19,2018-02-21,406.00,Completed
1065,396,142,2018-02-19,2018-03-05,2018-06-01,361139.00,Completed
1066,176,1,2018-02-21,2018-03-04,2018-03-18,9699.00,Completed
1067,325,36,2018-02-21,2018-03-21,2018-05-05,11247.00,Completed
1068,219,113,2018-02-22,2018-02-24,2018-02-22,394.00,Completed
1069,152,113,2018-02-23,2018-02-25,2018-03-30,19897.00,Completed
1070,142,55,2018-02-25,2018-03-13,2018-03-30,10787.00,Completed
1071,328,79,2018-02-25,2018-04-04,2018-08-17,78854.00,Completed
1072,395,12,2018-02-26,2018-03-15,2018-02-26,2618.00,Completed
1073,442,141,2018-02-27,2018-03-26,2018-02-27,3618.00,Completed
1074,479,175,2018-02-27,2018-03-03,2018-02-27,352.00,Completed
1075,83,184,2018-03-03,2018-05-02,2018-03-20,8040.00,Completed
1076,376,199,2018-03-05,2018-03-26,2018-03-05,2478.00,Completed
1077,356,8,2018-03-06,2018-03-09,2019-04-25,646180.00,Completed
1078,237,136,2018-03-06,2018-03-16,2018-05-30,22325.00,Completed
1079,107,6,2018-03-06,2018-04-23,2018-04-21,7440.00,Completed
1080,286,119,2018-03-12,2018-03-15,2018-03-12,351.00,Completed
1081,489,85,2018-03-12,2018-03-15,2018-03-14,222.00,Completed
1082,216,189,2018-03-15,2018-04-06,2020-07-20,177100.00,Completed
1083,446,157,2018-03-15,2018-03-16,2018-03-27,163314.00,Completed
1084,434,20,2018-03-24,2018-04-14,2018-03-24,2310.00,Completed
1085,479,93,2018-03-24,2018-03-24,2018-03-24,0.00,Completed
1086,286,85,2018-03-24,2018-04-01,2019-03-01,74740.00,Completed
1087,370,74,2018-03-24,2018-04-30,2018-07-22,18018.00,Completed
1088,235,60,2018-03-27,2018-03-28,2018-03-27,370903.00,Completed
1089,340,190,2018-03-30,2018-04-02,2018-03-30,432.00,Completed
1090,207,34,2018-04-02,2018-05-16,2018-04-02,7084.00,Completed
1091,170,181,2018-04-03,2018-05-03,2018-07-10,32058.00,Completed
1092,340,3,2018-04-03,2018-04-17,2018-04-21,377323.00,Completed
1093,457,114,2018-04-10,2018-04-11,2018-05-14,15800.00,Completed
1094,155,65,2018-04-11,2018-04-29,2018-06-11,23079.00,Completed
1095,255,5,2018-04-13,2018-04-30,2018-07-25,20900.00,Completed
1096,495,43,2018-04-15,2018-04-16,2018-04-19,106164.00,Completed
1097,319,172,2018-04-15,2018-04-24,2018-06-25,344417.00,Completed
1098,411,80,2018-04-15,2018-04-18,2018-04-15,174.00,Completed
1099,318,28,2018-04-15,2018-04-20,2018-09-06,63300.00,Completed
1100,162,126,2018-04-16,2018-04-19,2018-06-19,10602.00,Completed
1101,42,125,2018-04-18,2018-04-22,2018-04-19,544.00,Completed
1102,125,89,2018-04-19,2018-05-06,2018-11-21,31928.00,Completed
1103,480,188,2018-04-19,2018-05-18,2018-07-21,22321.00,Completed
1104,27,133,2018-04-19,2018-05-01,2018-07-07,16188.00,Completed
1105,332,194,2018-04-20,2018-04-21,2018-11-16,45844.00,Completed
1106,365,139,2018-04-20,2018-04-22,2019-07-07,115275.00,Completed
1107,34,192,2018-04-21,2018-06-13,2018-04-24,5300.00,Completed
1108,403,131,2018-04-22,2018-05-11,2018-06-07,6600.00,Completed
1109,74,193,2018-04-23,2018-05-19,2019-02-11,74700.00,Completed
1110,346,73,2018-04-24,2018-04-28,2018-05-21,6205.00,Completed
1111,318,177,2018-04-26,2018-04-28,2019-10-26,200080.00,Completed
1112,129,190,2018-04-27,2018-05-27,2018-07-11,23760.00,Completed
1113,348,184,2018-04-27,2018-04-27,2018-05-05,126611.00,Completed
1114,481,112,2018-04-27,2018-05-21,2018-05-18,2568.00,Completed
1115,50,125,2018-04-29,2018-05-04,2018-06-05,13736.00,Completed
1116,48,12,2018-05-01,2018-05-03,2018-07-17,34958.00,Completed
1117,372,43,2018-05-02,2018-05-04,2018-06-23,22344.00,Completed
1118,478,82,2018-05-03,2018-05-04,2018-07-23,43621.00,Completed
1119,482,38,2018-05-04,2018-06-13,2018-06-15,4002.00,Completed
1120,200,187,2018-05-04,2018-05-04,2018-05-04,0.00,Completed
1121,437,81,2018-05-04,2018-06-25,2018-05-05,5252.00,Completed
1122,491,37,2018-05-04,2018-05-09,2018-06-23,469639.00,Completed
1123,96,148,2018-05-06,2018-05-23,2018-05-06,1870.00,Completed
1124,29,199,2018-05-06,2018-05-16,2018-05-06,223173.00,Completed
1125,183,7,2018-05-07,2018-06-27,2018-06-05,8313.00,Completed
1126,403,184,2018-05-07,2018-07-01,2018-07-06,132775.00,Completed
1127,2,157,2018-05-08,2018-06-24,2018-06-09,5499.00,Completed
1128,491,174,2018-05-08,2018-05-19,2018-05-30,6292.00,Completed
1129,468,34,2018-05-09,2018-06-05,2018-10-14,67620.00,Completed
1130,243,81,2018-05-11,2018-06-29,2018-08-24,21917.00,Completed
1131,429,88,2018-05-13,2018-07-28,2019-01-12,64380.00,Completed
1132,454,6,2018-05-16,2018-07-18,2018-06-09,9765.00,Completed
1133,131,156,2018-05-16,2018-06-16,2018-07-24,17980.00,Completed
1134,456,152,2018-05-16,2018-05-31,2018-05-16,2100.00,Completed
1135,461,199,2018-05-18,2018-05-19,2019-03-27,110566.00,Completed
1136,195,35,2018-05-19,2018-07-27,2018-05-19,3450.00,Completed
1137,410,40,2018-05-21,2018-05-26,2018-07-18,18696.00,Completed
1138,74,106,2018-05-25,2018-06-25,2018-08-02,16095.00,Completed
1139,316,69,2018-05-25,2018-07-26,2020-04-09,133239.00,Completed
1140,354,23,2018-05-27,2018-05-27,2018-07-12,8418.00,Completed
1141,225,29,2018-05-29,2018-06-15,2018-05-29,3094.00,Completed
1142,145,136,2018-06-02,2018-07-16,2018-06-16,4180.00,Completed
1143,475,73,2018-06-04,2018-06-13,2019-04-16,79050.00,Completed
1144,67,35,2018-06-06,2018-06-09,2018-10-31,21750.00,Completed
1145,380,45,2018-06-06,2018-06-29,2018-07-18,4400.00,Completed
1146,8,99,2018-06-07,2018-07-24,2018-06-07,4606.00,Completed
1147,195,3,2018-06-10,2018-06-14,2018-08-10,11025.00,Completed
1148,255,113,2018-06-12,2018-06-14,2018-08-01,28762.00,Completed
1149,110,150,2018-06-13,2018-07-02,2018-06-19,1900.00,Completed
1150,346,174,2018-06-17,2018-07-06,2018-07-08,3575.00,Completed
1151,222,55,2018-06-21,2018-08-30,2018-06-21,11270.00,Completed
1152,85,101,2018-06-23,2018-06-23,2019-05-27,270041.00,Completed
1153,383,24,2018-06-24,2018-07-10,2018-06-24,1584.00,Completed
1154,437,17,2018-06-24,2018-08-11,2018-09-11,24393.00,Completed
1155,290,153,2018-06-24,2018-07-06,2019-12-10,266682.00,Completed
1156,430,65,2018-06-26,2018-07-14,2018-10-01,450103.00,Completed
1157,287,151,2018-06-26,2018-08-05,2019-09-04,225400.00,Completed
1158,87,168,2018-06-26,2018-08-10,2019-05-13,93411.00,Completed
1159,104,142,2018-06-26,2018-07-07,2018-09-07,37430.00,Completed
